14868,2001,FORD,EXPEDITION,1FMRU17L81LA67071,191318,Used,8,GREEN,,0,0,16,4 DR,5.4L,A,0,0,
14892,2003,SATURN,ION,1G8AL52F93Z116396,173797,Used,4,BURG,,0,0,2,4DR,2.2L,A,0,0,
14898,1997,NISSAN,MAXIMA,JN1CA21D4VT220080,102111,Used,6,MAROON,,0,0,18,4DR,3.0L,AUTO,0,0,
14902,2003,CHEVROLET,VENTURE,1GNDX13E33D147587,138003,Used,6,BEIGE,,0,0,15,VAN,3.4L,AUTO,0,0,
14886,1997,LINCOLN,TOWN CAR,1LNLM82W6VY631888,136701,Used,8,WHITE,,0,0,12,4DR,4.6L,AUTO,0,0,
14970,2000,BUICK,LESABRE,1G4HP54K2Y4104898,72712,Used,6,WHITE,Driver Air Bag; Passenger Air Bag; Side Air Bag; A/C; AM/FM Stereo; 4-Wheel ABS; Cruise Control; Front Wheel Drive; Power Door Locks; Power Steering; Adjustable Steering Wheel; Power Windows; Steel Wheels; Alarm; Cassette; CD Changer; CD Player; Power Tilt/Sliding Sunroof; Power Driver Seat; Leather Seats; Aluminum Wheels; Driver Air Bag; Passenger Air Bag; Side Air Bag,7995,7995,18,4 DR,3.8L,A,0,0,
14742,1999,NISSAN,ALTIMA,1N4DL01D1XC187970,127356,Used,4,GREY,,0,0,4,4DR,2.4L,A,0,0,
14792,1999,MERCURY,VILLAGER,4M2XV11T3XDJ25540,128401,Used,6,RED,,0,0,17,4DR,3.3L,A,0,0,
14787,2002,CHEVROLET,IMPALA,2G1WF52E129346672,117475,Used,6,WHITE,,0,0,63,4DR,3.4L,AUTO,0,0,
14778,2000,PONTIAC,GRAND PRIX,1G2WR5219YF324631,141169,Used,6,BLACK,,0,0,32,4DR,3.8L,A,0,0,
14833,2000,BUICK,CENTURY,2G4WS52J7Y1237278,107910,Used,6,BURGUN,,0,0,4,4DR,3.1L,AUTO,0,0,
14889,1998,FORD,F-150,2FTZX1762WCA42707,140675,Used,8,LT BLU,Driver Air Bag; Passenger Air Bag; AM/FM Stereo; 4-Wheel ABS; Rear Wheel Drive; Power Door Locks; Leather Seats; Power Steering; Aluminum Wheels; Power Windows; A/C; Cassette; CD Changer; Cruise Control; Power Driver Seat; Adjustable Steering Wheel,9995,9995,155,TRUCK,4.6L,A,0,0,
14928,2002,BUICK,LESABRE,1G4HP54K924215455,97354,Used,6,BLUE,Driver Air Bag; Passenger Air Bag; Side Air Bag; A/C; AM/FM Stereo; Cassette; 4-Wheel ABS; Cruise Control; Front Wheel Drive; Power Door Locks; Power Driver Seat; Power Steering; Adjustable Steering Wheel; Power Windows; Steel Wheels; CD Player; Leather Seats; Aluminum Wheels; Driver Air Bag; Passenger Air Bag; Side Air Bag,9495,9495,104,4 DR,3.8L,A,0,0,
